vecID,parkingID,started,ended,duration
0,parkingArea_26988030#3_0_1200,18289.0,21472.0,3183.0
1,parkingArea_8922291#0_0_762,18127.0,27801.0,9674.0
2,parkingArea_283537380#1_0_469,18467.0,23185.0,4718.0
3,parkingArea_-27397692_0_397,18492.0,21263.0,2771.0
4,parkingArea_8916922#3_0_423,18637.0,22800.0,4163.0
5,parkingArea_283537380#1_0_469,18497.0,24686.0,6189.0
6,parkingArea_8922307_0_62,18511.0,19505.0,994.0
7,parkingArea_-24310636#0_0_933,18547.0,22729.0,4182.0
8,parkingArea_27571801_0_414,18647.0,28437.0,9790.0
9,parkingArea_143617589#2_0_527,18467.0,22651.0,4184.0
10,parkingArea_91181771#0_0_77,18288.0,28257.0,9969.0
11,parkingArea_99231482_0_58,18483.0,24305.0,5822.0
12,parkingArea_364480601#0_0_449,18430.0,26755.0,8325.0
13,parkingArea_91181771#5_0_513,18374.0,23025.0,4651.0
14,parkingArea_8915752_0_467,18454.0,25937.0,7483.0
15,parkingArea_254299142#3_0_508,18421.0,27797.0,9376.0
16,parkingArea_-225518512#1_0_517,18279.0,23122.0,4843.0
17,parkingArea_225518512#0_0_107,18485.0,19712.0,1227.0
18,parkingArea_8916922#3_0_423,18646.0,22356.0,3710.0
19,parkingArea_47172745_0_65,18730.0,23436.0,4706.0
20,parkingArea_91181771#5_0_513,18400.0,27692.0,9292.0
21,parkingArea_35675861#1_0_461,18324.0,27125.0,8801.0
22,parkingArea_8916922#3_0_423,18459.0,25737.0,7278.0
23,parkingArea_8919338_0_468,18560.0,23754.0,5194.0
24,parkingArea_-p4#0_0_102,18509.0,22154.0,3645.0
25,parkingArea_8918460#0_0_56,18517.0,25924.0,7407.0
26,parkingArea_27054213#6_0_357,18639.0,24373.0,5734.0
27,parkingArea_135110258#0_0_410,18371.0,25067.0,6696.0
28,parkingArea_254299117#1_0_500,18307.0,24313.0,6006.0
29,parkingArea_224199018#1_0_319,18384.0,26933.0,8549.0
30,parkingArea_206662304#13_0_660,18157.0,27512.0,9355.0
31,parkingArea_111089307#4_0_960,18484.0,26812.0,8328.0
32,parkingArea_32931798#2_0_297,18691.0,22512.0,3821.0
33,parkingArea_224316522#0_0_572,18371.0,26534.0,8163.0
34,parkingArea_133733593#1_0_571,18467.0,23260.0,4793.0
35,parkingArea_28843496_0_299,18619.0,28700.0,10081.0
36,parkingArea_255330036#13_0_94,18412.0,27897.0,9485.0
37,parkingArea_-225518512#1_0_517,18503.0,20503.0,2000.0
38,parkingArea_27398048#2_0_237,18675.0,25415.0,6740.0
39,parkingArea_88559702#0_0_454,18347.0,25226.0,6879.0
40,parkingArea_144489134#2_0_601,18415.0,25358.0,6943.0
41,parkingArea_88597553#2_0_369,18457.0,25919.0,7462.0
42,parkingArea_-99231475_0_428,18460.0,23505.0,5045.0
43,parkingArea_26988030#3_0_1200,18641.0,22085.0,3444.0
44,parkingArea_-254971068_0_334,18684.0,21597.0,2913.0
45,parkingArea_-43100739_0_743,18210.0,22270.0,4060.0
46,parkingArea_206662304#13_0_660,18996.0,27776.0,8780.0
47,parkingArea_225432462#0_0_60,18299.0,27133.0,8834.0
48,parkingArea_225518512#0_0_107,18663.0,24463.0,5800.0
49,parkingArea_31129732#0_0_532,18513.0,20883.0,2370.0
50,parkingArea_27054213#4_0_345,18636.0,25699.0,7063.0
51,parkingArea_8916922#3_0_423,18470.0,27226.0,8756.0
52,parkingArea_254299118#0_0_1350,18621.0,25034.0,6413.0
53,parkingArea_-242896157#0_0_442,18559.0,25202.0,6643.0
54,parkingArea_-242896157#3_0_434,18820.0,23685.0,4865.0
55,parkingArea_8915752_0_467,18544.0,21508.0,2964.0
56,parkingArea_35675861#1_0_461,18505.0,26995.0,8490.0
57,parkingArea_8916922#3_0_423,18648.0,22014.0,3366.0
58,parkingArea_26938124#1_0_1051,18668.0,24983.0,6315.0
59,parkingArea_-242896157#3_0_434,18572.0,20692.0,2120.0
60,parkingArea_247966218#3_0_791,18164.0,20192.0,2028.0
61,parkingArea_-37177689#5_0_814,18722.0,24391.0,5669.0
62,parkingArea_254306572#0_0_372,18560.0,28664.0,10104.0
63,parkingArea_224199018#4_0_322,18412.0,27210.0,8798.0
64,parkingArea_-35675861#0_0_462,18630.0,22265.0,3635.0
65,parkingArea_111319423_0_83,18673.0,26595.0,7922.0
66,parkingArea_99231463#0_0_394,18550.0,20521.0,1971.0
67,parkingArea_35675861#0_0_89,18669.0,26433.0,7764.0
68,parkingArea_35675861#0_0_89,18423.0,25474.0,7051.0
69,parkingArea_35675861#1_0_461,18614.0,25841.0,7227.0
70,parkingArea_24310636#2_0_938,18604.0,29341.0,10737.0
71,parkingArea_-35675861#0_0_462,18690.0,22936.0,4246.0
72,parkingArea_91181767_0_670,18459.0,28187.0,9728.0
73,parkingArea_254758122#4_0_1183,18501.0,24477.0,5976.0
74,parkingArea_225806031#2_0_677,18340.0,20859.0,2519.0
75,parkingArea_28231602#0_0_18,18544.0,25081.0,6537.0
76,parkingArea_-25371463_0_928,18301.0,26766.0,8465.0
77,parkingArea_91181771#0_0_77,18376.0,24745.0,6369.0
78,parkingArea_99231463#0_0_394,18660.0,28352.0,9692.0
79,parkingArea_-35675861#0_0_462,18564.0,21865.0,3301.0
80,parkingArea_8916922#3_0_423,18643.0,25209.0,6566.0
81,parkingArea_88466052#1_0_438,18780.0,25408.0,6628.0
82,parkingArea_8922858#0_0_539,18468.0,28350.0,9882.0
83,parkingArea_91181771#0_0_77,18736.0,27879.0,9143.0
84,parkingArea_24335490#0_0_439,18467.0,26108.0,7641.0
85,parkingArea_242896157#1_0_435,18389.0,24380.0,5991.0
86,parkingArea_254758131#2_0_327,18483.0,21832.0,3349.0
87,parkingArea_99231460_0_88,18822.0,28515.0,9693.0
88,parkingArea_-8922307_0_63,18565.0,29106.0,10541.0
89,parkingArea_254306572#0_0_372,18551.0,27718.0,9167.0
90,parkingArea_8919328#0_0_377,18534.0,27492.0,8958.0
91,parkingArea_225518502#3_0_85,18502.0,27279.0,8777.0
92,parkingArea_32931798#2_0_297,19099.0,28013.0,8914.0
93,parkingArea_-87297168_0_1209,18369.0,24422.0,6053.0
94,parkingArea_-35675861#0_0_462,18857.0,21245.0,2388.0
95,parkingArea_228186482#0_0_71,18765.0,26192.0,7427.0
96,parkingArea_26938124#1_0_1051,18835.0,28172.0,9337.0
97,parkingArea_-202485361#1_0_445,18763.0,26667.0,7904.0
98,parkingArea_283537552#1_0_458,18813.0,19957.0,1144.0
99,parkingArea_-88559691#6_0_82,18604.0,22425.0,3821.0
100,parkingArea_8916922#3_0_423,18467.0,23591.0,5124.0
101,parkingArea_120256350#3_0_52,18696.0,23177.0,4481.0
102,parkingArea_88466052#1_0_438,18778.0,24588.0,5810.0
103,parkingArea_8918460#0_0_56,18834.0,27625.0,8791.0
104,parkingArea_283537552#1_0_458,18560.0,25985.0,7425.0
105,parkingArea_91181771#3_3_519,18729.0,24630.0,5901.0
106,parkingArea_255330036#9_0_492,18751.0,26525.0,7774.0
107,parkingArea_111319423_0_83,18964.0,24972.0,6008.0
108,parkingArea_-88597577#2_0_514,19000.0,25326.0,6326.0
109,parkingArea_99231482_0_58,18753.0,28198.0,9445.0
110,parkingArea_-242896157#3_0_434,18911.0,23344.0,4433.0
111,parkingArea_133733593#1_0_571,18667.0,20756.0,2089.0
112,parkingArea_287958606#0_0_568,18730.0,25862.0,7132.0
113,parkingArea_143617589#2_0_527,18826.0,28341.0,9515.0
114,parkingArea_377646102#2_0_629,18556.0,26658.0,8102.0
115,parkingArea_254756520#0_0_352,18639.0,20485.0,1846.0
116,parkingArea_28518571#0_0_827,18884.0,25192.0,6308.0
117,parkingArea_329607867_0_466,18616.0,26847.0,8231.0
118,parkingArea_278995391#0_0_106,18913.0,20940.0,2027.0
119,parkingArea_-254466686#4_0_360,18565.0,24999.0,6434.0
120,parkingArea_283537552#1_0_458,18889.0,20517.0,1628.0
121,parkingArea_254971067#0_0_370,18819.0,26615.0,7796.0
122,parkingArea_224373753_0_53,18842.0,26919.0,8077.0
123,parkingArea_-99231475_0_428,18731.0,21892.0,3161.0
124,parkingArea_283537552#1_0_458,18993.0,20415.0,1422.0
125,parkingArea_8916867#2_0_325,18952.0,24377.0,5425.0
126,parkingArea_262943781_0_356,18723.0,25385.0,6662.0
127,parkingArea_27054213#4_0_345,18571.0,19959.0,1388.0
128,parkingArea_88463829#0_0_44,18920.0,20373.0,1453.0
129,parkingArea_8919328#1_0_378,18652.0,25310.0,6658.0
130,parkingArea_-35675861#1_0_460,18824.0,22661.0,3837.0
131,parkingArea_-224384018_0_73,18652.0,27354.0,8702.0
132,parkingArea_-8920242#0_0_115,18681.0,23900.0,5219.0
133,parkingArea_111319423_0_83,18934.0,21736.0,2802.0
134,parkingArea_8916922#3_0_423,18738.0,21204.0,2466.0
135,parkingArea_364480601#0_0_449,18587.0,22184.0,3597.0
136,parkingArea_254306572#0_0_372,18823.0,28149.0,9326.0
137,parkingArea_290080809#4_0_626,18804.0,20970.0,2166.0
138,parkingArea_120256350#3_0_52,18926.0,19935.0,1009.0
139,parkingArea_-254466686#4_0_360,18864.0,20092.0,1228.0
140,parkingArea_286003244#9_0_598,18684.0,20347.0,1663.0
141,parkingArea_-27398032#0_0_399,19050.0,29529.0,10479.0
142,parkingArea_-242896157#3_0_434,19093.0,20744.0,1651.0
143,parkingArea_27397692_0_57,19219.0,25338.0,6119.0
