CO,CO2,HC,FUEL
36957.852111,1641371.518553,205.644187,523531.510594
68734.234961,2153831.31673,362.327313,686995.885431
27431.449828,1526593.851144,159.692793,486918.275283
72167.40178,2737380.685688,392.762975,873112.559801
72425.660682,2507752.847596,387.313494,799876.067048
58077.207722,1935162.569755,308.918406,617244.209684
75063.56294,2730843.589666,403.468687,871031.390353
59723.692335,2045820.729788,318.928622,652540.686549
83253.558079,2759657.407009,441.536594,880225.667096
75721.671657,3562757.308809,429.88788,1136367.23136
53468.995991,2411887.856182,299.407165,769289.998854
102092.15042,3019860.003012,533.932969,963226.40905
73665.718487,2881354.139643,402.869072,919035.168969
71364.582185,2452952.75497,381.39237,782398.787033
77021.730221,3577740.11862,437.21913,1141146.845167
133723.294393,4445225.55238,715.616154,1417852.021509
27286.656377,1188251.562533,151.437717,379006.08639
48536.163381,2030952.052565,267.914589,647790.856912
60132.90676,2123155.010723,322.619497,677207.31462
39228.898928,1744102.181208,218.533908,556296.013243
99842.511207,3680098.948662,548.472921,1173793.398376
56508.108158,2285029.767241,311.074693,728829.479962
33145.84965,1234856.048204,179.328854,393872.070188
43971.458042,1299471.11296,230.273431,414484.652586
71997.451595,2094914.664812,376.083859,668205.018121
105254.117672,3510781.589858,559.724617,1119807.499419
66365.914819,2253199.961735,354.17107,718686.828786
110736.315966,4371273.689686,607.952829,1394260.710235
46676.214648,2770030.115852,280.167334,883513.821126
82348.768561,2826365.142626,439.753939,901499.985761
80496.157171,2862006.038738,432.862408,912868.518839
121682.171979,3653183.851778,637.675315,1165232.386237
68598.054013,2047168.927854,359.458905,652974.998433
82103.417119,2664821.116624,435.178626,849981.445974
75255.369611,2776238.00204,406.612305,885511.286776
90979.310094,2772948.314912,477.578382,884470.53485
112201.104685,2990274.923496,579.920878,953796.567637
92691.842011,2952883.457878,489.629957,941858.681635
74899.913147,2850124.164781,407.191188,909077.251618
78938.349808,2110697.94205,408.091984,673241.583097
90301.399597,2811478.315012,475.731267,896761.407042
90599.441647,2781472.395391,476.894952,887188.914721
110110.264092,3181597.812672,574.80601,1014819.042253
89542.07831,3725297.555474,499.389148,1188210.491013
84812.288424,2735178.164875,448.512967,872421.529061
117110.185833,3277812.445546,609.119784,1045508.450204
93500.356089,2705994.094412,488.206593,863117.554755
66206.954535,2702405.495298,363.810657,861955.630674
97677.168552,3324918.429896,521.238861,1060523.232127
75154.062979,2121700.846945,391.224054,676748.014486
37298.518983,2537069.439821,229.197777,809209.992832
19337.142463,627611.3173,102.671036,200184.218138
92803.871303,2909078.508903,489.865705,927890.210518
96495.07924,2679400.478037,501.233594,854634.241712
71917.098514,1986391.468728,372.731221,633588.528226
86235.19628,2683064.372614,454.25058,855802.820441
148573.213478,3699174.159377,762.50965,1179912.13859
138011.223397,3878734.673603,717.984777,1237181.908816
79140.572508,2492206.020189,417.633341,794921.752032
96623.016745,3218719.423156,514.156979,1026647.778571
65884.183575,2197928.858498,351.972492,701053.73863
104155.356904,3038108.756695,544.470061,969048.754402
76825.642166,2432258.918466,405.76093,775800.238868
64780.651257,3121320.576018,373.177989,995561.378332
121428.423108,3476639.367617,633.361609,1108921.716981
13791.820172,1074709.290595,87.079567,342782.62784
45117.009445,1713003.616208,244.889615,546381.765922
48198.076248,1984767.233417,266.60088,633057.530532
101652.624561,4004885.777968,560.717191,1277391.082291
19964.119544,908022.522774,111.782077,289622.820123
86378.450152,3063922.687111,464.155912,977274.327868
96281.078015,4152918.160947,533.092497,1324611.993099
23182.907956,1294075.328771,136.089608,412750.848833
80436.662351,2705182.162472,428.825713,862851.652937
75889.338671,2593581.05621,405.180196,827257.26097
30189.112305,2350170.108529,194.296926,749594.031521
60845.11543,3121481.249944,355.264461,995610.556709
54129.57216,2053720.867553,293.325018,655056.319521
105460.837823,3101320.029468,552.091496,989210.135316
138787.862895,3603809.161687,715.466071,1149492.095971
102218.22563,2936783.774992,533.354523,936730.916765
72086.121075,3364537.162541,407.11228,1073146.07156
41047.159527,2619899.799491,246.820588,835630.387742
65581.309646,3316605.344101,380.853767,1057849.940534
103532.765801,4303582.289581,575.416059,1372663.934624
94267.816864,2876726.553977,495.354293,917570.130675
73294.498755,2835506.50913,400.111734,904410.505268
41228.995866,2530997.158905,248.696073,807273.457043
106928.369284,4281405.198376,582.906307,1365602.208418
58372.957069,1835381.094445,308.09853,585420.580563
111567.907658,3201354.147945,581.99101,1021118.758149
111900.201531,3274499.218146,584.608333,1044448.641194
100320.146223,3155240.459735,528.761026,1006402.372559
102127.205615,2783476.81717,529.20666,887832.187512
82241.944125,2571479.657267,433.771178,820209.024428
118017.478841,3240035.735157,612.362618,1033459.695717
74347.271988,3374806.62337,422.411133,1076415.106442
68066.751875,3226240.025055,389.821032,1029029.140348
88828.681868,3060517.668201,475.106094,976187.857037
63117.92251,2388485.862724,343.266219,761831.091824
64251.013824,1709158.024691,331.854211,545162.273275
55291.84388,1845524.251705,294.098625,588653.450006
7008.651975,460104.005581,42.411863,146753.816056
59064.982918,2116367.290664,318.614854,675036.404852
60983.264712,2342820.64068,332.507905,747265.359277
102221.709178,2976397.200252,533.929201,949363.960315
126922.873879,3254397.859839,653.177474,1038044.354719
73529.837655,3545781.706533,421.665333,1130949.498834
42118.238294,1754595.58982,233.176254,559643.269127
51607.154177,1760668.650481,275.550416,561587.407998
87405.165896,2456347.799156,454.60104,783490.287576
60156.435931,2487539.248265,331.490709,793425.40026
86749.023815,2809656.96622,459.905666,896177.449649
76689.660238,2355419.332158,403.658865,751293.593528
109999.242307,3511475.713728,581.344954,1120030.078869
77657.17739,2602260.857298,414.266691,830021.459297
78688.594563,2405882.969048,414.10403,767389.050302
40513.881377,1208901.489611,212.387224,385596.542215
67891.52531,2679831.561515,372.305982,854755.544504
62005.13874,2077614.082815,330.295466,662680.685528
96868.575477,2945678.322144,506.532206,939563.930103
57576.276739,1555808.012477,298.19804,496248.285924
75354.087478,2216015.138341,394.021066,706832.15194
77993.932311,2545553.382039,413.905039,811933.363263
59227.906182,2583977.493793,330.037544,824180.000146
76236.863067,2829209.139196,414.000961,902402.515404
78092.961301,2841033.597177,422.485667,906175.624087
52906.711721,2947911.008314,311.892998,940253.044639
55428.539033,2221643.770959,303.696012,708615.019681
64924.322636,2238425.887927,347.033399,713971.322136
65892.753554,2032409.723676,346.89549,648264.882399
47846.060388,2696524.823615,284.107959,860069.529966
77120.989099,2619995.910991,411.355321,835681.006374
66736.141301,3238399.603302,384.050745,1032906.222792
26049.299551,1205111.933581,145.04652,384382.28631
93187.089704,3162054.604148,498.677471,1008572.060806
88958.717186,2694560.256429,466.782245,859468.151887
69580.011154,2071939.518428,364.634903,660873.580126
14163.01977,892936.839274,84.780445,284809.966771
12432.853963,977564.808674,78.624555,311798.677888
107019.855537,3084375.956964,558.280056,983807.64555
75146.186603,3392117.71238,425.950055,1081938.740124
84000.573695,2320581.263874,436.108479,740185.263801
106102.335516,2904459.290451,550.409433,926422.122119
22818.583802,2482640.435717,159.551394,791845.522567
60923.22636,2234850.443234,330.246409,712826.232136
40996.692575,1636426.134447,224.154003,521957.677346
79406.30417,2795517.192925,427.189251,891657.728698
90511.056155,2511423.69487,469.798905,801055.857381
82071.059989,2636375.184115,434.16711,840906.101994
60337.273939,2397673.842211,330.087474,764763.46453
61689.296759,1896731.181685,324.630045,604989.843882
75062.309864,3444843.634621,417.377178,1098764.321344
103809.596689,2832243.285596,538.358258,903387.722574
43016.176591,1310657.316374,226.358544,418051.021505
97176.893246,3780301.136526,535.461348,1205758.709555
