vecID,parkingID,started,ended,duration
0,parkingArea_26988030#3_0_1200,18289.0,26055.0,7766.0
1,parkingArea_8922291#0_0_762,18127.0,27534.0,9407.0
2,parkingArea_283537380#1_0_469,18468.0,22391.0,3923.0
3,parkingArea_-27397692_0_397,18491.0,25751.0,7260.0
4,parkingArea_8916922#3_0_423,18638.0,24911.0,6273.0
5,parkingArea_283537380#1_0_469,18497.0,20966.0,2469.0
6,parkingArea_8922307_0_62,18512.0,27166.0,8654.0
7,parkingArea_-24310636#0_0_933,18548.0,23930.0,5382.0
8,parkingArea_27571801_0_414,18649.0,28977.0,10328.0
9,parkingArea_143617589#2_0_527,18468.0,29149.0,10681.0
10,parkingArea_91181771#0_0_77,18288.0,20955.0,2667.0
11,parkingArea_99231482_0_58,18482.0,24558.0,6076.0
12,parkingArea_364480601#0_0_449,18432.0,28957.0,10525.0
13,parkingArea_91181771#5_0_513,18374.0,27130.0,8756.0
14,parkingArea_8915752_0_467,18454.0,20875.0,2421.0
15,parkingArea_254299142#3_0_508,18422.0,21027.0,2605.0
16,parkingArea_-225518512#1_0_517,18279.0,19966.0,1687.0
17,parkingArea_225518512#0_0_107,18484.0,23470.0,4986.0
18,parkingArea_-8916922#4_0_52,18661.0,19864.0,1203.0
19,parkingArea_47172745_0_65,18730.0,28783.0,10053.0
20,parkingArea_91181771#5_0_513,18400.0,22707.0,4307.0
21,parkingArea_35675861#1_0_461,18324.0,28218.0,9894.0
22,parkingArea_8916922#3_0_423,18459.0,26746.0,8287.0
23,parkingArea_8919338_0_468,18561.0,20590.0,2029.0
24,parkingArea_-p4#0_0_102,18509.0,27061.0,8552.0
25,parkingArea_8918460#0_0_56,18515.0,22810.0,4295.0
26,parkingArea_27054213#6_0_357,18639.0,28791.0,10152.0
27,parkingArea_135110258#0_0_410,18371.0,29150.0,10779.0
28,parkingArea_254299117#1_0_500,18307.0,20464.0,2157.0
29,parkingArea_224199018#1_0_319,18385.0,26628.0,8243.0
30,parkingArea_206662304#13_0_660,18157.0,20114.0,1957.0
31,parkingArea_111089307#4_0_960,18485.0,24987.0,6502.0
32,parkingArea_32931798#2_0_297,18692.0,27969.0,9277.0
33,parkingArea_224316522#0_0_572,18371.0,27377.0,9006.0
34,parkingArea_133733593#1_0_571,18468.0,22023.0,3555.0
35,parkingArea_28843496_0_299,18618.0,19655.0,1037.0
36,parkingArea_255330036#13_0_94,18412.0,26955.0,8543.0
37,parkingArea_-225518512#1_0_517,18504.0,22326.0,3822.0
38,parkingArea_27398048#2_0_237,18676.0,25158.0,6482.0
39,parkingArea_88559702#0_0_454,18347.0,27611.0,9264.0
40,parkingArea_144489134#2_0_601,18415.0,19994.0,1579.0
41,parkingArea_88597553#2_0_369,18457.0,24324.0,5867.0
42,parkingArea_-99231475_0_428,18460.0,20240.0,1780.0
43,parkingArea_26988030#3_0_1200,18642.0,22618.0,3976.0
44,parkingArea_-254971068_0_334,18682.0,24879.0,6197.0
45,parkingArea_-43100739_0_743,18210.0,19497.0,1287.0
46,parkingArea_206662304#13_0_660,18993.0,21778.0,2785.0
47,parkingArea_225432462#0_0_60,18299.0,20957.0,2658.0
48,parkingArea_225518512#0_0_107,18663.0,22339.0,3676.0
49,parkingArea_31129732#0_0_532,18510.0,22158.0,3648.0
50,parkingArea_27054213#4_0_345,18637.0,26537.0,7900.0
51,parkingArea_8916922#3_0_423,18474.0,21264.0,2790.0
52,parkingArea_8916215_0_789,18632.0,26367.0,7735.0
53,parkingArea_-242896157#0_0_442,18558.0,21989.0,3431.0
54,parkingArea_-242896157#3_0_434,18822.0,24934.0,6112.0
55,parkingArea_8915752_0_467,18545.0,20554.0,2009.0
56,parkingArea_35675861#1_0_461,18505.0,28152.0,9647.0
57,parkingArea_-8916922#4_0_52,18666.0,24137.0,5471.0
58,parkingArea_26938124#1_0_1051,18667.0,20416.0,1749.0
59,parkingArea_-242896157#3_0_434,18574.0,20698.0,2124.0
60,parkingArea_247966218#3_0_791,18164.0,21741.0,3577.0
61,parkingArea_-37177689#5_0_814,18722.0,28655.0,9933.0
62,parkingArea_254306572#0_0_372,18560.0,21646.0,3086.0
63,parkingArea_224199018#4_0_322,18412.0,27855.0,9443.0
64,parkingArea_-35675861#0_0_462,18629.0,20067.0,1438.0
65,parkingArea_111319423_0_83,18673.0,27305.0,8632.0
66,parkingArea_99231463#0_0_394,18550.0,27118.0,8568.0
67,parkingArea_35675861#0_0_89,18671.0,28438.0,9767.0
68,parkingArea_35675861#0_0_89,18424.0,21180.0,2756.0
69,parkingArea_35675861#1_0_461,18615.0,25197.0,6582.0
70,parkingArea_24310636#2_0_938,18603.0,27976.0,9373.0
71,parkingArea_-35675861#0_0_462,18691.0,24059.0,5368.0
72,parkingArea_91181767_0_670,18458.0,19597.0,1139.0
73,parkingArea_254758122#4_0_1183,18501.0,22951.0,4450.0
74,parkingArea_225806031#2_0_677,18342.0,25826.0,7484.0
75,parkingArea_28231602#0_0_18,18546.0,23520.0,4974.0
76,parkingArea_-25371463_0_928,18301.0,21041.0,2740.0
77,parkingArea_91181771#0_0_77,18376.0,23792.0,5416.0
78,parkingArea_99231463#0_0_394,18661.0,22795.0,4134.0
79,parkingArea_-35675861#0_0_462,18564.0,19613.0,1049.0
80,parkingArea_8916922#3_0_423,18643.0,20782.0,2139.0
81,parkingArea_88466052#1_0_438,18780.0,29224.0,10444.0
82,parkingArea_8922858#0_0_539,18468.0,25870.0,7402.0
83,parkingArea_91181771#0_0_77,18740.0,22107.0,3367.0
84,parkingArea_24335490#0_0_439,18466.0,26212.0,7746.0
85,parkingArea_242896157#1_0_435,18390.0,28792.0,10402.0
86,parkingArea_254758131#2_0_327,18484.0,20171.0,1687.0
87,parkingArea_99231460_0_88,18819.0,27233.0,8414.0
88,parkingArea_-8922307_0_63,18562.0,22637.0,4075.0
89,parkingArea_254306572#0_0_372,18552.0,28576.0,10024.0
90,parkingArea_8919328#0_0_377,18533.0,22686.0,4153.0
91,parkingArea_225518502#3_0_85,18502.0,22155.0,3653.0
92,parkingArea_32931798#2_0_297,19101.0,23788.0,4687.0
93,parkingArea_-87297168_0_1209,18369.0,21012.0,2643.0
94,parkingArea_-35675861#0_0_462,18858.0,27599.0,8741.0
95,parkingArea_228186482#0_0_71,18766.0,19803.0,1037.0
96,parkingArea_26938124#1_0_1051,18837.0,28806.0,9969.0
97,parkingArea_-202485361#1_0_445,18765.0,27031.0,8266.0
98,parkingArea_283537552#1_0_458,18813.0,25008.0,6195.0
99,parkingArea_-88559691#6_0_82,18605.0,23115.0,4510.0
100,parkingArea_8916922#3_0_423,18469.0,25163.0,6694.0
101,parkingArea_120256350#3_0_52,18696.0,28377.0,9681.0
102,parkingArea_88466052#1_0_438,18780.0,24174.0,5394.0
103,parkingArea_8918460#0_0_56,18835.0,24513.0,5678.0
104,parkingArea_283537552#1_0_458,18558.0,24407.0,5849.0
105,parkingArea_91181771#3_3_519,18729.0,26695.0,7966.0
106,parkingArea_255330036#9_0_492,18752.0,23089.0,4337.0
107,parkingArea_111319423_0_83,18966.0,24605.0,5639.0
108,parkingArea_-88597577#2_0_514,19000.0,19902.0,902.0
109,parkingArea_99231482_0_58,18752.0,23619.0,4867.0
110,parkingArea_-242896157#3_0_434,18910.0,21439.0,2529.0
111,parkingArea_133733593#1_0_571,18649.0,25182.0,6533.0
112,parkingArea_287958606#0_0_568,18731.0,22393.0,3662.0
113,parkingArea_143617589#2_0_527,18826.0,28179.0,9353.0
114,parkingArea_377646102#2_0_629,18557.0,25927.0,7370.0
115,parkingArea_254756520#0_0_352,18639.0,26179.0,7540.0
116,parkingArea_28518571#0_0_827,18883.0,26291.0,7408.0
117,parkingArea_329607867_0_466,18619.0,25045.0,6426.0
118,parkingArea_278995391#0_0_106,18912.0,29039.0,10127.0
119,parkingArea_-254466686#4_0_360,18563.0,21364.0,2801.0
120,parkingArea_283537552#1_0_458,18891.0,28820.0,9929.0
121,parkingArea_254971067#0_0_370,18818.0,26777.0,7959.0
122,parkingArea_224373753_0_53,18842.0,28872.0,10030.0
123,parkingArea_-99231475_0_428,18732.0,24809.0,6077.0
124,parkingArea_283537552#1_0_458,18993.0,23678.0,4685.0
125,parkingArea_8916867#2_0_325,18953.0,25984.0,7031.0
126,parkingArea_262943781_0_356,18726.0,27934.0,9208.0
127,parkingArea_27054213#4_0_345,18570.0,25020.0,6450.0
128,parkingArea_88463829#0_0_44,18922.0,20200.0,1278.0
129,parkingArea_8919328#1_0_378,18651.0,21229.0,2578.0
130,parkingArea_-35675861#1_0_460,18824.0,26351.0,7527.0
131,parkingArea_-224384018_0_73,18651.0,22447.0,3796.0
132,parkingArea_-8920242#0_0_115,18682.0,22870.0,4188.0
133,parkingArea_111319423_0_83,18937.0,29014.0,10077.0
134,parkingArea_-8916922#4_0_52,18750.0,28861.0,10111.0
135,parkingArea_364480601#0_0_449,18590.0,22926.0,4336.0
136,parkingArea_254306572#0_0_372,18823.0,21870.0,3047.0
137,parkingArea_290080809#4_0_626,18809.0,25560.0,6751.0
138,parkingArea_120256350#3_0_52,18926.0,20622.0,1696.0
139,parkingArea_-254466686#4_0_360,18864.0,28151.0,9287.0
140,parkingArea_286003244#9_0_598,18684.0,27765.0,9081.0
141,parkingArea_-27398032#0_0_399,18961.0,21704.0,2743.0
142,parkingArea_-242896157#3_0_434,19094.0,20630.0,1536.0
143,parkingArea_27397692_0_57,19220.0,23120.0,3900.0
144,parkingArea_120256350#3_0_52,19012.0,23463.0,4451.0
145,parkingArea_8919328#0_0_377,18962.0,28731.0,9769.0
146,parkingArea_91181771#3_3_519,18782.0,23509.0,4727.0
147,parkingArea_99231475_0_55,18971.0,26511.0,7540.0
148,parkingArea_283537644#0_0_456,18812.0,20264.0,1452.0
149,parkingArea_-255330036#7_0_494,19102.0,24748.0,5646.0
150,parkingArea_88559702#0_0_454,18955.0,20719.0,1764.0
151,parkingArea_-88559680#4_0_486,19106.0,21480.0,2374.0
152,parkingArea_255330036#9_0_492,19017.0,25722.0,6705.0
153,parkingArea_287958607#3_0_328,18999.0,29183.0,10184.0
154,parkingArea_47108420#3_0_301,18915.0,23150.0,4235.0
155,parkingArea_-254971064#1_0_426,18933.0,26077.0,7144.0
156,parkingArea_47108420#0_0_17,18793.0,21065.0,2272.0
157,parkingArea_28231602#0_0_18,19119.0,20803.0,1684.0
158,parkingArea_47108420#0_0_17,19183.0,21253.0,2070.0
159,parkingArea_27570802#1_0_276,18727.0,28671.0,9944.0
160,parkingArea_255330036#13_0_94,18893.0,20415.0,1522.0
161,parkingArea_120256350#8_0_45,19092.0,29511.0,10419.0
162,parkingArea_-225518512#1_0_517,18820.0,21205.0,2385.0
163,parkingArea_-88559691#6_0_82,18824.0,25250.0,6426.0
164,parkingArea_-8916922#4_0_52,19017.0,25689.0,6672.0
165,parkingArea_91181771#5_0_513,19141.0,24637.0,5496.0
166,parkingArea_225432457_0_400,18751.0,23168.0,4417.0
167,parkingArea_225432457_0_400,19179.0,22389.0,3210.0
168,parkingArea_247966218#0_0_869,18693.0,22332.0,3639.0
169,parkingArea_-8916922#4_0_52,19282.0,28588.0,9306.0
170,parkingArea_225518512#0_0_107,19023.0,27207.0,8184.0
171,parkingArea_225518512#0_0_107,18913.0,22262.0,3349.0
172,parkingArea_225847519#4_0_686,19011.0,27980.0,8969.0
173,parkingArea_224316522#0_0_572,19009.0,28538.0,9529.0
174,parkingArea_27398048#2_0_237,18979.0,22998.0,4019.0
175,parkingArea_91181771#0_0_77,19186.0,27460.0,8274.0
176,parkingArea_-224384018_0_73,18917.0,26019.0,7102.0
177,parkingArea_-35675861#0_0_462,19336.0,24901.0,5565.0
178,parkingArea_206662304#13_0_660,19189.0,21042.0,1853.0
179,parkingArea_283534317#6_0_550,18914.0,29353.0,10439.0
180,parkingArea_225518502#3_0_85,19067.0,23546.0,4479.0
181,parkingArea_88466052#1_0_438,19140.0,25393.0,6253.0
182,parkingArea_283537552#1_0_458,19164.0,21234.0,2070.0
183,parkingArea_-242896157#0_0_442,19179.0,29747.0,10568.0
184,parkingArea_-224384018_0_73,19007.0,28225.0,9218.0
185,parkingArea_287958607#3_0_328,19133.0,25807.0,6674.0
186,parkingArea_254971068_0_335,19089.0,25335.0,6246.0
187,parkingArea_8916867#0_0_324,18890.0,26403.0,7513.0
188,parkingArea_214545530#0_0_694,18919.0,20809.0,1890.0
189,parkingArea_283537552#1_0_458,19006.0,27106.0,8100.0
190,parkingArea_8918460#0_0_56,19327.0,25267.0,5940.0
191,parkingArea_27397692_0_57,19035.0,27960.0,8925.0
192,parkingArea_-8916922#4_0_52,18952.0,22224.0,3272.0
193,parkingArea_-8922307_0_63,18874.0,24211.0,5337.0
194,parkingArea_8922307_0_62,19318.0,22759.0,3441.0
195,parkingArea_-254396709#1_0_358,18853.0,29266.0,10413.0
196,parkingArea_224316522#0_0_572,19101.0,23783.0,4682.0
197,parkingArea_225432462#0_0_60,19069.0,20472.0,1403.0
198,parkingArea_224316522#0_0_572,19146.0,24874.0,5728.0
199,parkingArea_133733593#1_0_571,19233.0,22655.0,3422.0
200,parkingArea_-133733582#3_0_684,19320.0,21458.0,2138.0
201,parkingArea_8916048_0_956,19498.0,27563.0,8065.0
202,parkingArea_99231475_0_55,19190.0,24752.0,5562.0
203,parkingArea_-202485361#1_0_445,19722.0,29935.0,10213.0
204,parkingArea_8918460#0_0_56,19652.0,29605.0,9953.0
205,parkingArea_8919328#1_0_378,19451.0,24654.0,5203.0
206,parkingArea_120256350#3_0_52,19274.0,28160.0,8886.0
207,parkingArea_88559691#4_0_101,19238.0,23453.0,4215.0
208,parkingArea_283537644#0_0_456,19553.0,26987.0,7434.0
209,parkingArea_27397919_0_66,19698.0,24061.0,4363.0
210,parkingArea_-8916922#4_0_52,19376.0,24267.0,4891.0
211,parkingArea_225432462#0_0_60,19270.0,22432.0,3162.0
212,parkingArea_8919615#0_0_490,19582.0,26751.0,7169.0
213,parkingArea_27146036#2_0_294,19767.0,23818.0,4051.0
214,parkingArea_-8920734_0_356,19385.0,20732.0,1347.0
215,parkingArea_287958607#4_0_329,19528.0,21210.0,1682.0
216,parkingArea_8916551_0_487,19547.0,26640.0,7093.0
217,parkingArea_8919616#1_0_491,19245.0,25477.0,6232.0
218,parkingArea_32931798#2_0_297,19539.0,23026.0,3487.0
219,parkingArea_283537644#0_0_456,19546.0,29339.0,9793.0
220,parkingArea_225518502#3_0_85,19534.0,27483.0,7949.0
221,parkingArea_-225518512#1_0_517,19630.0,21106.0,1476.0
