CO,CO2,HC,FUEL
22883.126292,1278155.644632,134.439203,407673.376063
58567.063565,2261213.596492,319.041664,721236.76759
79207.861135,2177523.589934,411.151618,694554.262935
86765.386788,3085890.743061,466.356454,984281.412681
11729.089652,947783.93824,74.512857,302300.087424
34183.789991,2497862.589328,213.065471,796703.463692
66218.533106,2777220.590001,366.884658,885818.790689
119349.482114,3628798.593535,629.241549,1157450.562657
64149.096747,2226635.643823,343.43985,710212.918108
117587.612609,3577295.16148,617.683506,1141028.531434
97192.575434,3045592.20688,512.48898,971436.140064
54427.126556,2200661.834053,299.769932,701919.472257
53035.492636,1963037.244603,286.84502,626133.395781
70751.946281,2710302.296637,385.688378,864475.757047
92030.357299,3126270.830449,491.411936,997159.496329
61501.415903,3141426.779052,358.763325,1001972.040092
67455.112771,3388152.629491,390.750888,1080669.795501
99333.496539,4229372.013448,554.690476,1348992.527528
71780.649181,2440382.540437,382.901797,778391.104842
23023.724932,1110360.946162,130.269043,354160.75801
73043.0511,2567654.472229,391.926688,818984.780441
71883.349403,2387292.571767,382.366352,761457.904507
61635.590567,2334993.235481,334.514223,744772.866545
81691.287307,2719070.455762,434.820283,867282.634687
72031.488305,3447135.553326,411.497331,1099486.784757
78262.705698,2431412.936634,412.423874,775533.12648
74180.615872,2689418.381177,400.424013,857818.844175
29495.22516,1200267.408863,161.876705,382838.59153
27739.606107,1080693.296819,151.195157,344699.248962
31346.160804,2441600.643938,200.15058,778758.071984
70261.753875,3236238.679963,400.102173,1032218.630554
80965.005498,2642844.67549,429.646501,842970.948957
103245.750332,3114759.758382,542.178019,993496.826422
48726.110153,1905080.959607,265.446758,607646.315816
49666.83576,1949827.224191,272.147924,621914.58036
36185.558836,1634868.768649,202.424887,521457.288983
68855.097563,2159814.996769,363.030685,688904.317322
28457.321469,1273803.047849,158.959809,406291.653212
101300.568226,2688134.469162,523.564631,857423.150753
123437.084581,3308903.130327,638.571759,1055428.002313
51105.203047,2843533.797263,302.499676,906959.770774
82720.134421,2773606.156784,440.702586,884677.577942
101932.285948,3027278.388008,532.908822,965590.891347
63353.268024,3149858.308247,365.116464,1004666.827584
85218.082058,3340253.217284,464.228199,1065407.77193
95255.279056,2444540.909205,490.451861,779725.966113
44745.024426,1699724.430324,242.799022,542145.920391
